0.19031,87856
0.080943,6.5315e+05
0.27646,0.42898
0.27635,0.42999
0.26701,0.51686
0.27405,0.45146
0.26493,0.53625
0.26446,0.54059
0.26546,0.53125
0.34945,0.40488
0.37912,0.18456
0.34969,0.40313
0.26475,0.53789
0.40345,0.0038522
0.26576,0.52855
0.37826,0.1909
0.37918,0.1841
0.2665,0.5216
0.26468,0.53853
0.2653,0.53281
0.35415,0.36996
0.37375,0.22444
0.3897,0.10596
0.3565,0.35254
0.39967,0.031941
0.26618,0.52457
0.36208,0.31108
0.36829,0.26501
0.3607,0.32131
0.38398,0.14849
0.38136,0.16791
0.3519,0.38673
0.39573,0.061203
0.39035,0.10117
0.36733,0.27209
0.37971,0.1802
0.35055,0.39674
0.35296,0.3788
0.36558,0.28513
0.39844,0.041077
0.35961,0.3294
0.35829,0.33927
0.37775,0.1947
0.27004,0.48874
0.39458,0.069755
0.38024,0.17626
0.36304,0.30393
0.39635,0.056583
0.37997,0.1782
0.266,0.52629
0.38241,0.16011
0.35786,0.34245
0.38428,0.14626
0.39236,0.086209
0.36495,0.2898
0.38917,0.10988
0.39135,0.093725
0.35301,0.37843
0.39527,0.06464
0.27037,0.48562
0.36706,0.27409
0.35625,0.35436
0.34784,0.41685
0.27581,0.43503
0.36251,0.30791
0.37196,0.2377
0.27235,0.46721
0.26566,0.52944
0.38546,0.13748
0.34997,0.40103
0.4002,0.028014
0.36023,0.32485
0.3614,0.31615
0.38464,0.14354
0.26456,0.53965
0.38093,0.17111
0.36151,0.31533
0.3513,0.39117
0.36945,0.25634
0.35287,0.37951
0.27364,0.45527
0.34881,0.40962
0.38393,0.14885
0.38012,0.17712
0.26727,0.51445
0.3821,0.16243
0.35778,0.34302
0.26671,0.5197
0.35462,0.36651
0.39334,0.078922
0.26994,0.48965
0.40003,0.029257
0.40187,0.015625
0.39077,0.098052
0.38258,0.15886
0.38809,0.11793
0.38966,0.10629
0.36443,0.29361
0.36552,0.28551
0.37059,0.24788
0.37592,0.20833
0.35012,0.3999
0.36087,0.3201
0.40254,0.010656
0.3709,0.24559
0.35952,0.33014
0.36203,0.31149
0.36644,0.27873
0.36395,0.29718
0.35035,0.3982
0.37404,0.22223
0.36873,0.26173
0.34866,0.41076
0.39452,0.070182
0.38671,0.12821
0.38002,0.17788
0.40131,0.019756
0.39993,0.029992
0.37847,0.18941
0.35813,0.34045
0.37459,0.21818
0.37284,0.23117
0.36976,0.25409
0.35699,0.34886
0.27676,0.42621
0.26922,0.49637
0.36421,0.2953
0.27177,0.47265
0.35875,0.33579
0.27056,0.48388
0.26552,0.53071
0.3973,0.049548
0.38502,0.14073
0.37728,0.19823
0.39674,0.05366
0.27298,0.46137
0.36381,0.29821
0.38272,0.1578
0.27016,0.48755
0.37613,0.20674
0.35533,0.36118
0.2684,0.50398
0.39072,0.098399
0.27218,0.46882
0.356,0.35623
0.37547,0.21164
0.40397,0
0.3594,0.33096
0.3992,0.035462
0.39471,0.06877
0.3895,0.10745
0.36221,0.31013
0.38309,0.15503
0.2757,0.43606
0.27357,0.45585
0.37924,0.18368
0.35634,0.35368
