60.5,44.282
312.71,0.54726
159.83,2.3197
192.86,1.5628
81.002,6.7382
83.527,6.4608
79.325,6.9327
89.634,5.8574
67.67,8.568
364.1,0.32609
94.24,5.4563
153.94,2.4875
86.98,6.1086
173.78,1.963
75.186,7.452
281.04,0.72501
62.637,10.876
139.66,2.9599
131.87,3.262
76.843,7.2371
216.81,1.2515
141.77,2.8842
258.99,0.87533
199.46,1.4551
111.4,4.2649
84.458,6.3628
61.798,13.342
101.38,4.9097
122.16,3.695
110.08,4.3426
82.65,6.555
119.43,3.8296
63.431,9.7469
112.74,4.1876
104.55,4.6919
68.565,8.4213
62.624,10.921
115.38,4.041
217.43,1.2449
69.418,8.2855
313.51,0.54335
281.93,0.71948
130.44,3.3217
116.72,3.9694
114.06,4.1136
91.587,5.6822
87.98,6.0121
60.504,43.868
208.31,1.3468
60.504,43.813
156.96,2.399
242.51,1.006
229.03,1.128
97.401,5.2039
93.557,5.5135
88.983,5.9175
70.298,8.1489
61.809,13.293
207.82,1.3525
77.756,7.1228
60.503,43.961
365.5,0.32119
118.07,3.8986
98.069,5.1528
85.227,6.2837
65.05,9.0255
63.388,9.7958
259.67,0.87016
144.46,2.7904
138.04,3.0197
136.06,3.0953
108.07,4.4656
99.409,5.0524
95.459,5.357
90.785,5.7532
86.334,6.1723
80.348,6.813
78.67,7.011
76.166,7.3237
73.663,7.6588
60.505,43.745
187.62,1.6645
178.12,1.8651
166.43,2.1427
72.702,7.7939
146.74,2.714
77.228,7.1885
156.2,2.421
269.52,0.80028
70.754,8.0797
74.58,7.5333
79.852,6.8707
83.141,6.502
92.357,5.6153
109.44,4.3827
132.52,3.2355
140.35,2.9349
157.72,2.3774
161.58,2.2706
163.55,2.2172
218.22,1.2368
270.25,0.79532
142.38,2.8622
184,1.7381
296.6,0.63276
64.614,9.1008
303.25,0.5964
287,0.68844
79.013,6.9699
102.78,4.8113
104.19,4.7161
81.726,6.6567
106.8,4.5457
71.227,8.0088
73.157,7.7295
131.2,3.29
246.54,0.97229
288.46,0.67977
83.831,6.4286
98.73,5.1029
170.06,2.052
172.23,1.9997
287.79,0.68372
254.54,0.90875
71.752,7.9311
261.22,0.85883
82.154,6.6093
89.966,5.8275
92.917,5.5672
126.93,3.4739
137.51,3.0397
152.51,2.5308
176.69,1.8963
268.78,0.80537
289.44,0.67396
300.99,0.60855
84.916,6.3157
178.91,1.8469
277.8,0.74548
189.05,1.6361
286.31,0.69261
75.714,7.3825
90.286,5.7981
96.132,5.3032
108.78,4.4227
174.55,1.9451
253.76,0.91476
105.56,4.625
138.96,2.9855
143.83,2.812
165.74,2.1601
228.52,1.1324
299.47,0.61686
278.69,0.73978
167.95,2.1041
80.645,6.7789
295.84,0.63706
107.39,4.5081
124.26,3.5956
134.63,3.1512
147.48,2.6897
162,2.2585
197.93,1.4749
280.1,0.73089
223.27,1.1843
88.352,5.9772
100.02,5.0079
129.82,3.3479
148.95,2.642
298.09,0.62446
68.145,8.4896
72.179,7.8689
74.073,7.6022
100.67,4.9607
102.09,4.8605
103.5,4.7625
