72.085,159.93
82.675,151.89
98.91,137.84
123.83,118.13
64.498,164.54
60.657,166.6
228.54,43.961
117.74,122.9
48.056,171.29
126.85,115.77
85.913,148.85
75.663,157.4
283.47,7.3954
194.87,66.842
138.75,106.84
13.075,178.8
175.84,80.087
147.59,100.37
164.69,87.996
173.1,82.073
223.44,47.38
257.84,24.323
170.31,84
189.52,70.594
90.703,144.88
97.587,138.95
61.53,166.27
269.14,16.862
22.676,177.38
125.17,117.02
24.828,176.8
113.03,126.44
252.98,27.576
101.99,135.43
247.52,31.288
198.04,64.806
61.865,166.08
161.98,90.142
272.09,14.886
20.77,177.63
218.4,50.886
108.36,130.35
126.66,115.9
95.671,140.69
114.53,125.28
105.16,132.73
289.32,4.4365
235.88,39.018
233.44,40.644
213.14,54.359
135.83,109.1
281.23,8.9088
98.681,138.02
16.088,178.33
72.047,160.16
23.371,177.07
79.45,154.48
30.148,175.81
9.7378,179.26
31.682,175.43
26.39,176.5
199.18,63.989
154.79,95.082
108.14,130.63
59.382,167.08
63.843,164.99
9.2206,179.33
214.45,53.713
52.767,169.75
131.59,112.39
53.155,169.59
15.422,178.65
55.848,168.51
101.5,135.9
202.12,61.848
240.46,35.93
158.37,92.583
194.1,67.364
172.42,82.573
278.95,10.529
228.02,44.327
274.14,13.579
146.82,100.88
217.91,51.259
40.218,173.45
257.51,24.537
82.035,152.39
233.03,40.919
152.62,96.652
144.04,103.11
110.79,128.23
117.14,123.4
71.581,160.31
95.076,141.04
252.7,27.748
207.6,58.206
132.05,111.83
276.64,12.047
129.13,114.04
141.01,105.16
51.375,170.31
36.481,174.26
16.949,178.17
282.08,8.3204
144.55,102.69
112.25,127.25
56.172,168.38
147.09,100.79
183.63,74.851
136.61,108.67
104.57,133.19
92.188,143.56
22.864,177.24
53.849,169.32
107.75,130.78
195.86,66.197
153.99,95.714
150.69,98.048
231.14,42.182
269.79,16.421
148.69,99.489
94.813,141.27
182.76,75.291
59.086,167.29
190.52,69.854
98.194,138.5
88.203,147.05
303.36,2.8188
91.484,144.23
264.64,19.929
106.86,131.46
131.78,112.03
67.609,162.72
70.649,160.98
275.16,12.944
63.996,164.85
280.83,9.1962
157.03,93.481
241.73,35.128
128.6,114.46
258.24,24.094
108.99,129.79
190.16,70.092
134.31,110.16
269.54,16.649
12.631,178.87
78.296,155.41
104.41,133.33
111.33,127.8
107.74,131.11
113.51,126.1
86.885,148.2
188.28,71.451
185.56,73.518
267.86,17.753
134.29,110.36
224.3,46.812
152.1,97.019
148.91,99.382
57.051,168.06
90.149,145.29
24.436,176.85
52.111,170.09
41.861,172.95
61.175,166.38
50.341,170.53
7.9252,179.7
11.64,179.01
33.555,174.91
19.728,177.8
30.476,175.67
12.243,178.95
15.547,178.43
25.372,176.66
199.64,63.6
256.85,24.978
64.902,164.36
245,33.195
120.55,120.57
115.4,124.64
34.183,174.77
157.56,93.118
86.943,147.97
223.99,46.992
137.92,107.45
185.94,73.514
74.983,158.15
97.419,139.09
94.559,141.5
64.202,164.7
184.04,74.467
156.26,94.015
51.531,170.17
196.45,65.819
74.143,158.63
85.375,149.32
87.974,147.16
235.32,39.459
101.18,136.06
288.61,4.5154
191.05,69.621
143.69,103.56
23.861,176.99
125.7,116.65
175.62,80.238
260.19,22.801
92.457,143.31
281.88,8.465
142.27,104.4
153.36,96.143
222.5,48.031
59.901,166.93
123.33,118.48
81.514,152.82
21.014,177.5
50.908,170.35
6.9896,179.98
58.206,167.56
13.671,178.73
124.1,117.88
8.7697,179.43
14.277,178.72
69.215,161.74
60.264,166.76
47.761,171.33
55.55,168.75
83.62,150.95
39.265,173.74
80.002,154.02
87.153,147.78
183.34,74.91
89.878,145.51
81.218,153.05
59.71,167.05
128.94,114.23
82.9,151.66
197.49,65.199
98.446,138.26
311.62,2.2658
229.56,43.298
76.357,157.05
231.89,41.658
235,39.656
56.416,168.29
245.85,32.512
44.343,172.28
264.83,19.709
78.958,154.83
322.6,1.6227
199.86,63.446
189.15,70.813
138.42,107.06
152.98,96.392
228.25,44.128
238.21,37.411
178.25,78.431
95.381,140.78
250.52,29.195
167.15,86.217
161.74,90.335
169.94,84.258
104.93,132.92
180.98,76.48
150.1,98.495
135.6,109.3
57.525,167.87
16.462,178.26
36.892,174.21
49.556,170.8
41.477,173.1
66.94,163.2
14.701,178.66
27.45,176.29
177.4,79.038
38.409,173.87
70.295,161.18
190.75,69.699
254.58,26.545
199.42,63.773
178.59,78.259
200.84,62.738
277.29,11.674
249.21,30.084
246.95,31.698
244.64,33.363
237.11,38.157
229.74,43.115
227.2,44.813
222.23,48.17
193.76,67.61
191.08,69.453
185.95,73.287
169.11,84.889
163.62,88.821
160.83,91.027
149.19,99.132
140.38,105.6
128.4,114.63
116.29,124.02
109.88,129.12
103.6,134
100.24,136.77
73.37,159.02
69.613,161.54
45.372,171.99
323.9,1.5796
251.63,28.448
249.45,29.93
224.86,46.414
217.51,51.579
204.46,60.301
201.79,62.077
188.59,71.246
177.71,78.839
169.37,84.684
166.54,86.651
161.17,90.815
155.17,94.791
131.6,112.16
122.52,119.06
110.05,128.86
84.084,150.62
77.109,156.3
65.894,163.8
248.38,30.667
236.11,38.854
200.3,63.127
197.79,64.984
173.25,81.931
159.31,91.972
147.69,100.22
114.76,125.11
95.805,140.41
56.754,168.15
229.13,43.513
221.6,48.605
208.8,57.299
198.44,64.525
151.28,97.608
145.58,101.85
112.32,127.01
109.25,129.55
49.008,170.95
289.7,4.4328
250.71,29.061
246.1,32.324
243.65,33.954
238.51,37.207
226.05,45.584
220.99,49.017
216.06,52.527
208.1,57.759
202.87,61.338
186.99,72.422
184.29,74.304
144.84,102.45
141.87,104.58
120.85,120.33
108.6,130.15
40.547,173.32
32.446,175.18
244.29,33.582
239.12,36.809
219.22,50.284
201.1,62.568
174.1,81.316
157.21,93.362
154.33,95.425
136.81,108.3
127.85,115.06
96.554,139.86
83.483,151.28
322.99,1.6148
267.28,18.179
255.25,26.056
243.27,34.183
230.66,42.483
218.12,51.103
212.83,54.561
205.06,59.918
197.12,65.356
194.37,67.178
191.73,69.018
186.49,72.82
183.7,74.68
172.67,82.379
129.38,113.85
120.31,120.76
101.68,135.69
88.836,146.34
82.317,152.17
68.036,162.51
28.397,176.13
300.18,3.0601
235.58,39.235
220.39,49.444
215.38,52.96
212.67,54.687
186.29,72.971
180.67,76.696
178.01,78.652
149.76,98.732
138.09,107.31
135.1,109.61
113.97,125.71
91.948,143.79
78.693,155.04
52.222,169.88
185.03,73.842
106,132.07
76.369,156.88
40.877,173.24
246.63,31.968
234.29,40.133
216.9,52.043
214.11,53.735
182.37,75.549
