1723.9,0.019484
1280.5,0.036483
1443.1,0.028647
1677.2,0.020767
1611.9,0.022669
1642.8,0.021737
2070.4,0.012015
1967.3,0.013915
2640.3,0.0045098
1738.5,0.019071
2529,0.00559
1474.1,0.027454
1663,0.021138
1371.1,0.031741
2505,0.0058606
2110.9,0.01132
2473.2,0.006233
2590.3,0.0049509
1692.4,0.020309
2353.4,0.0077152
2244.9,0.0092121
2379,0.0074181
1555.3,0.024508
2180,0.010191
1567,0.024111
1585.2,0.023528
1430.1,0.029198
2036.2,0.012628
1815.2,0.017167
2101.8,0.011481
1345.6,0.032938
2533,0.0055456
1609.6,0.022744
1779,0.018042
2182.4,0.010155
1997,0.013334
1407.9,0.03011
2336.8,0.0079495
2114.8,0.011239
2478.6,0.0061697
1453.2,0.028285
2563.5,0.0052176
1733.5,0.019207
1381.4,0.03128
1371.9,0.031712
1267.3,0.037437
1453.7,0.028249
1780.2,0.018011
1522.1,0.025665
1346.7,0.032876
2381.6,0.007357
2117.4,0.011213
2506.9,0.0058381
2404.6,0.0070662
2083.6,0.011796
2530.9,0.0055671
1699,0.020125
2669.9,0.0042381
1722.3,0.019495
1863.2,0.016071
2178.8,0.010211
1887.8,0.015562
1849.2,0.016418
1497.9,0.02653
2307.7,0.0083604
2427.4,0.0067764
1524.9,0.025566
2380,0.0073784
2255,0.0090721
2712,0.0038948
1765.5,0.018388
1914.8,0.01496
2162.3,0.010471
1600.4,0.023032
1968.6,0.013876
1708.4,0.019898
1995.6,0.013366
1778,0.018075
2477.1,0.0061871
2010,0.013086
2202.4,0.0098608
2312.8,0.0082574
1587.8,0.02343
2085.3,0.011755
1644.5,0.021693
1816.6,0.017143
1804.4,0.017429
1838.8,0.016639
1617.3,0.022501
1441.2,0.028733
2236.7,0.0093402
2560.6,0.0052529
1510.5,0.026067
1689.4,0.020432
1619.3,0.022445
2667.9,0.0042475
1805.9,0.017414
1430.7,0.029158
1465.3,0.027769
2080,0.011832
1640.6,0.021809
1653.8,0.021438
2453.3,0.0064647
1745.6,0.018898
2011.4,0.013075
1454,0.028208
1577.1,0.023797
2218.9,0.0095983
1442.2,0.02869
1656,0.02135
1552.8,0.024597
1406.8,0.03016
1781.7,0.017976
1926.1,0.014749
2099.9,0.011491
2148.8,0.010686
1743.1,0.018962
1851.9,0.016326
2274.8,0.0087837
2295.8,0.0084983
2375.9,0.0074333
2017.5,0.012959
1468.4,0.027687
1293.8,0.035644
1308.5,0.03478
2045.6,0.012467
1774.8,0.018149
1623.3,0.022318
2536,0.0055159
1858.5,0.016178
1657.5,0.02131
1910,0.015066
1647.9,0.021601
2263.5,0.0089441
1322.1,0.034071
2217.7,0.0096417
1294.2,0.035611
1307.7,0.034834
1252.7,0.038624
1858.1,0.016223
2713.6,0.0038873
1540.3,0.025016
2292.2,0.0085579
1685.2,0.020506
1975.7,0.013758
2078.5,0.011872
1266.8,0.037473
2502.6,0.005889
1948.7,0.014308
1416.1,0.029773
1871.4,0.015907
1393.2,0.030761
1561.7,0.024289
1896.2,0.015353
1970.5,0.013841
1731.7,0.019249
2008.2,0.01312
1654.5,0.021385
2314.4,0.0082391
1605.8,0.022895
1370.3,0.03179
1989.7,0.013474
2438.4,0.0066578
1529.6,0.025393
1406,0.030203
1942.8,0.014391
1418.3,0.029671
1332.8,0.033548
1509.6,0.026136
1913.7,0.014993
2253.3,0.0090934
1851,0.016363
2043.1,0.012515
1803,0.017463
2130.8,0.011007
2238.6,0.0093152
1534,0.02526
2083.8,0.011761
1952.6,0.014191
2129.3,0.01102
1419.6,0.029627
1927.4,0.014701
1710.5,0.019815
1687.8,0.020434
1320.1,0.034171
1675.8,0.020782
1530.6,0.025353
2131.2,0.010966
1621.8,0.022365
1508.1,0.02619
1476,0.027367
2429,0.0067646
2710.6,0.0039114
2098,0.011525
2407.8,0.0070433
2272.8,0.0088119
1531.5,0.025327
2451.4,0.0064877
2293.3,0.0085254
1744.3,0.018918
1812.2,0.01724
1687.2,0.02048
2316.3,0.0082119
1929,0.014675
2593.8,0.0049132
1740.1,0.019032
